swimmer_id,meet_id,meet_name,meet_date,age,sex_category,event,course,round,seed_time,final_time,split_50,split_100,split_150,split_200,data_source,meet_level,notes
S042,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,17.0,M,200 FR,SCY,timed_final,,1:48.10,25.66,52.78,1:20.42,1:48.10,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 43; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S043,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:48.17,24.89,51.77,1:19.59,1:48.17,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 44; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S044,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,14.0,M,200 FR,SCY,timed_final,,1:48.35,25.54,52.45,1:20.04,1:48.35,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 45; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S045,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:48.39,24.75,52.17,1:20.20,1:48.39,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 46; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S046,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:48.46,25.84,53.79,1:21.84,1:48.46,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 47; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S541,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:48.66,25.48,52.83,1:20.89,1:48.66,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 48; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S048,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:48.94,25.23,52.99,1:21.09,1:48.94,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 49; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S049,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:49.26,24.9,52.30,1:21.22,1:49.26,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 50; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S050,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:49.39,24.93,51.97,1:20.87,1:49.39,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 51; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S542,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,17.0,M,200 FR,SCY,timed_final,,1:49.55,24.44,51.70,1:19.91,1:49.55,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 52; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S052,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:49.94,25.47,53.18,1:21.39,1:49.94,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 53; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S053,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:49.99,25.62,53.78,1:21.84,1:49.99,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 54; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S054,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:50.08,25.57,53.01,1:21.86,1:50.08,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 55; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S055,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:50.23,24.8,52.99,1:21.56,1:50.23,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 56; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S056,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:50.46,25.37,52.94,1:22.12,1:50.46,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 57; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S404,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:50.89,26.05,54.47,1:23.41,1:50.89,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 58; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S058,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,17.0,M,200 FR,SCY,timed_final,,1:50.94,24.75,52.19,1:21.51,1:50.94,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 59; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S059,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:50.99,25.45,53.57,1:22.93,1:50.99,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 60; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S060,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:51.10,25.72,53.49,1:22.00,1:51.10,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 61; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S061,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:51.14,26.22,54.15,1:22.69,1:51.14,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 62; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S062,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,18.0,M,200 FR,SCY,timed_final,,1:51.35,26.06,54.49,1:22.77,1:51.35,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 63; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S063,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:51.38,25.55,53.33,1:22.71,1:51.38,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 64; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S064,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,17.0,M,200 FR,SCY,timed_final,,1:51.55,25.15,53.31,1:22.50,1:51.55,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 65; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S065,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:51.72,25.53,52.98,1:21.97,1:51.72,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 66; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S066,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,18.0,M,200 FR,SCY,timed_final,,1:51.77,25.64,53.51,1:22.60,1:51.77,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 67; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S067,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:51.79,26.33,54.39,1:23.13,1:51.79,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 68; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S068,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,22.0,M,200 FR,SCY,timed_final,,1:52.04,25.84,53.72,1:22.79,1:52.04,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 69; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S069,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:52.07,25.15,53.56,1:22.80,1:52.07,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 70; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S070,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:52.13,25.5,53.84,1:22.48,1:52.13,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 71; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S071,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,20.0,M,200 FR,SCY,timed_final,,1:52.17,26.21,54.71,1:24.02,1:52.17,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 72; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S424,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:52.43,26.48,55.37,1:24.32,1:52.43,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 73; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S073,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:52.70,25.75,53.88,1:23.03,1:52.70,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 74; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S074,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:52.89,26.46,54.50,1:23.58,1:52.89,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 75; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S075,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:53.04,25.27,53.68,1:23.21,1:53.04,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 76; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S076,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,17.0,M,200 FR,SCY,timed_final,,1:53.10,26.72,54.88,1:23.67,1:53.10,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 77; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S543,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:53.26,26.13,54.29,1:23.45,1:53.26,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 78; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S078,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,18.0,M,200 FR,SCY,timed_final,,1:53.43,26.29,54.89,1:24.40,1:53.43,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 79; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S079,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:53.60,25.81,54.35,1:23.92,1:53.60,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 80; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S080,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:53.97,26.35,55.67,1:25.35,1:53.97,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 81; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S081,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:54.04,26.73,55.55,1:24.79,1:54.04,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 82; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S082,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:54.08,26.47,55.76,1:24.72,1:54.08,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 83; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S083,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,16.0,M,200 FR,SCY,timed_final,,1:54.25,26.2,55.15,1:25.21,1:54.25,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 84; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S084,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,18.0,M,200 FR,SCY,timed_final,,1:54.30,25.48,53.94,1:24.20,1:54.30,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 85; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S085,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:54.37,24.43,52.68,1:24.10,1:54.37,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 86; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S086,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,17.0,M,200 FR,SCY,timed_final,,1:54.40,25.52,53.28,1:23.46,1:54.40,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 87; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S087,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,14.0,M,200 FR,SCY,timed_final,,1:54.46,26.83,56.03,1:25.49,1:54.46,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 88; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
S088,2025_ORINDA_SC_SENIOR_OPEN_OCT,Orinda Aquatics SCY Senior Open Meet (October),2025-10-18,15.0,M,200 FR,SCY,timed_final,,1:54.62,26.49,55.35,1:24.97,1:54.62,"Official Hy-Tek results, Orinda Aquatics SCY Senior Open 10/18-19/2025, Men 200 Yard Freestyle, https://www.pacswim.org/userfiles/meets/documents/2810/orinda-senior-open-sc.htm (retrieved via browser 2026-09-02, checksum-verified)",invitational,"place 89; hytek tags SCY; seed from official results; meet ran 2025-10-18 to 2025-10-19, event day not stated; senior open field includes ages outside 15-18 by design"
